id,title,tags,poster_path,poster_url,genres
244786,Whiplash,"jazz obsession conservatory musicteacher newyorkcity violence montage drummer publichumiliation jazzband youngadult musicschool under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity. drama milesteller damienchazelle",/7fn624j5lj3xTme2SgiLCeuedmO.jpg,https://image.tmdb.org/t/p/w185/7fn624j5lj3xTme2SgiLCeuedmO.jpg,['Drama']
129,Spirited Away,witch parentchildrelationship magic darkness bathhouse ghostworld parallelworld amusementpark youkai japanesemythology anime spirits a ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. her parents have been changed into pigs along with others inside a bathhouse full of these creatures. will she ever see the world how it once was? fantasy rumihiiragi hayaomiyazaki,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,https://image.tmdb.org/t/p/w185/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,"['Fantasy', 'Adventure', 'Animation', 'Family']"
637,Life Is Beautiful,italy riddle bookshop selfsacrifice massmurder concentrationcamp bicycleaccident fascism lossoffather worldwarii loveofone'slife deportation jewpersecution fantasy nazis nationalsocialism charade ridingabicycle price storyteller concentrationcampprisoner dyinganddeath peekaboo a touching story of an italian book seller of jewish ancestry who lives in his own little fairy tale. his creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during world war ii. while locked up he tries to convince his son that the whole thing is just a game. comedy nicolettabraschi robertobenigni,/mfnkSeeVOBVheuyn2lo4tfmOPQb.jpg,https://image.tmdb.org/t/p/w185/mfnkSeeVOBVheuyn2lo4tfmOPQb.jpg,"['Comedy', 'Drama']"
240,The Godfather: Part II,"italo-american cuba vororte melancholy praise revenge mafia lawyer blood corruptpolitician bloodybodyofchild manpuncheswoman in the continuing saga of the corleone crime family, a young vito corleone grows up in sicily and in 1910s new york. in the 1950s, michael corleone attempts to expand the family business into las vegas, hollywood and cuba. drama alpacino francisfordcoppola",/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,https://image.tmdb.org/t/p/w185/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,"['Drama', 'Crime']"
510,One Flew Over the Cuckoo's Nest,"individual rebel self-destruction wheelchair lunaticasylum dyinganddeath rageandhate freedom insanity basicrightsandhumanrights psychiatrist while serving time for insanity at a state mental hospital, implacable rabble-rouser, randle patrick mcmurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, mildred ratched. drama jacknicholson milošforman",/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg,https://image.tmdb.org/t/p/w185/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg,['Drama']
539,Psycho,"hotel clerk arizona shower rain motel money secretary corpse murderer theft privatedetective proto-slasher when larcenous real estate clerk marion crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious bates motel, where manager norman bates cares for his housebound mother. the place seems quirky, but fine… until marion decides to take a shower. drama anthonyperkins alfredhitchcock",/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,https://image.tmdb.org/t/p/w185/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,"['Drama', 'Horror', 'Thriller']"
311,Once Upon a Time in America,"lifeanddeath corruption streetgang rape sadistic lovesickness sexualabuse moneylaundering opium a former prohibition-era jewish gangster returns to the lower east side of manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life. drama robertdeniro sergioleone",/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,https://image.tmdb.org/t/p/w185/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,"['Drama', 'Crime']"
359364,Human,"society documentary world culture human humanity a combination of first-person stories and exclusive aerial images, human is a unique documentary. this sensitive experience is an introspection into whom we are today as a community but also and most importantly as an individual. through wars, inequalities, discriminations, human confronts us with the realities and the diversity of our human conditions. beyond this darker side, testimonies show the empathy and the solidarities which we are capable of. all these contradictions are ours and human leads us to reflect about the future we wish to give to people and the planet today. filmed in 60 countries during two years, human by yann arthus-bertrand draws a portrait of nowaday’s humanity. documentary luiscancu yannarthus-bertrand",/l02W63OGQKYugJrs3Uw8nA9gii4.jpg,https://image.tmdb.org/t/p/w185/l02W63OGQKYugJrs3Uw8nA9gii4.jpg,['Documentary']
13,Forrest Gump,"vietnamveteran hippie mentallydisabled running basedonnovel vietnam vietnamwar friendship love familyrelationships bully mothersonrelationship military hugging shrimping woundedsoldier flashback parkbench amputee a man with a low iq has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. yet, despite all the things he has attained, his one true love eludes him. 'forrest gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability. comedy tomhanks robertzemeckis",/saHP97rTPS5eLmrLQEcANmKrsFl.jpg,https://image.tmdb.org/t/p/w185/saHP97rTPS5eLmrLQEcANmKrsFl.jpg,"['Comedy', 'Drama', 'Romance']"
1891,The Empire Strikes Back,"rebel android asteroid spacebattle snowstorm spacecolony spaceship lightsaber jedi goodvsevil rebellion theforce spaceopera stormtrooper wookie jedimaster jeditraining droid the epic saga continues as luke skywalker, in hopes of defeating the evil galactic empire, learns the ways of the jedi from aging master yoda. but darth vader is more determined than ever to capture luke. meanwhile, rebel leader princess leia, cocky han solo, chewbacca, and droids c-3po and r2-d2 are thrown into various stages of capture, betrayal and despair. adventure markhamill irvinkershner",/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,https://image.tmdb.org/t/p/w185/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,"['Adventure', 'Action', 'ScienceFiction']"
77338,The Intouchables,malefriendship masseuse friendship aristocrat interracialfriendship unlikelyfriendship duringcreditsstinger a true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects. drama françoiscluzet erictoledano,/i97FM40bOMKvKIo3hjQviETE5yf.jpg,https://image.tmdb.org/t/p/w185/i97FM40bOMKvKIo3hjQviETE5yf.jpg,"['Drama', 'Comedy']"
101,Leon: The Professional,"newyork corruption assassin policebrutality lossoffamily s.w.a.t. immigrant hitman training revenge murder loneliness neighbor tragiclove cultfilm neo-noir complexrelationship complexcharacters leon, the top hit man in new york, has earned a rep as an effective ""cleaner"". but when his next-door neighbors are wiped out by a loose-cannon dea agent, he becomes the unwilling custodian of 12-year-old mathilda. before long, mathilda's thoughts turn to revenge, and she considers following in leon's footsteps. thriller jeanreno lucbesson",/bxB2q91nKYp8JNzqE7t7TWBVupB.jpg,https://image.tmdb.org/t/p/w185/bxB2q91nKYp8JNzqE7t7TWBVupB.jpg,"['Thriller', 'Crime', 'Drama']"
497,The Green Mile,"southernusa blackpeople mentallydisabled basedonnovel heal deathrow jailguard greatdepression prisonguard electricchair magicrealism healing deathrowinmate 1930s a supernatural tale set on death row in a southern prison, where gentle giant john coffey possesses the mysterious power to heal people's ailments. when the cellblock's head guard, paul edgecomb, recognizes coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution. fantasy tomhanks frankdarabont",/o0lO84GI7qrG6XFvtsPOSV7CTNa.jpg,https://image.tmdb.org/t/p/w185/o0lO84GI7qrG6XFvtsPOSV7CTNa.jpg,"['Fantasy', 'Drama', 'Crime']"
769,GoodFellas,"prison basedonnovel florida 1970s massmurder irish-american drugtraffic biography basedontruestory murder organizedcrime gore mafia gangster newyorkcity extremeviolence violence brooklynnewyorkcity crimeepic tampa the true story of henry hill, a half-irish, half-sicilian brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a mafia family under the guidance of jimmy conway. drama robertdeniro martinscorsese",/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,https://image.tmdb.org/t/p/w185/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,"['Drama', 'Crime']"
73,American History X,"usa neo-nazi prison skinhead brotherbrotherrelationship rape fascism brother basketball jail school swastika losangeles family hate neonazism xenophobia interracialfriendship nazism prisonrape derek vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. through his brother, danny vineyard's narration, we learn that before going to prison, derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout l.a. and his actions greatly influenced danny. reformed and fresh out of prison, derek severs contact with the gang and becomes determined to keep danny from going down the same violent path as he did. drama edwardnorton tonykaye",/x2drgoXYZ8484lqyDj7L1CEVR4T.jpg,https://image.tmdb.org/t/p/w185/x2drgoXYZ8484lqyDj7L1CEVR4T.jpg,['Drama']
389,12 Angry Men,"judge jurors sultriness deathpenalty fathermurder puertorican anonymity courtcase heat group class innocence court courtroom the defense and the prosecution have rested and the jury is filing into the jury room to decide if a young spanish-american is guilty or innocent of murdering his father. what begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other. drama henryfonda sidneylumet",/ow3wq89wM8qd5X7hWKxiRfsFf9C.jpg,https://image.tmdb.org/t/p/w185/ow3wq89wM8qd5X7hWKxiRfsFf9C.jpg,['Drama']
4935,Howl's Moving Castle,"flying witch rain castle scarecrow bodyexchange hatter bakery demon anime when sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking home. fantasy takuyakimura hayaomiyazaki",/13kOl2v0nD2OLbVSHnHk8GUFEhO.jpg,https://image.tmdb.org/t/p/w185/13kOl2v0nD2OLbVSHnHk8GUFEhO.jpg,"['Fantasy', 'Animation', 'Adventure']"
128,Princess Mononoke,"fight wolf iron pan wildboar territory friendship princess goodvsevil ruralsetting anime ashitaka, a prince of the disappearing ainu tribe, is cursed by a demonized boar god and must journey to the west to find a cure. along the way, he encounters san, a young human woman fighting to protect the forest, and lady eboshi, who is trying to destroy it. ashitaka must find a way to bring balance to this conflict. adventure yōjimatsuda hayaomiyazaki",/cMYCDADoLKLbB83g4WnJegaZimC.jpg,https://image.tmdb.org/t/p/w185/cMYCDADoLKLbB83g4WnJegaZimC.jpg,"['Adventure', 'Fantasy', 'Animation']"
598,City of God,"malenudity streetgang brazilian photographer 1970s puberty ghetto gangwar comingofage womandirector 1980s cidade de deus is a shantytown that started during the 1960s and became one of rio de janeiro’s most dangerous places in the beginning of the 1980s. to tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, buscapé. buscapé was raised in a very violent environment. despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: the eyes of an artist. by accident, he becomes a professional photographer, gaining his freedom. drama alexandrerodrigues fernandomeirelles",/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,https://image.tmdb.org/t/p/w185/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,"['Drama', 'Crime']"
567,Rear Window,"nurse photographer suspicionofmurder girlfriend neighbor salesman apartment convalescence voyeurism homebound professional photographer l.b. ""jeff"" jeffries breaks his leg while getting an action shot at an auto race. confined to his new york apartment, he spends his time looking out of the rear window observing the neighbors. he begins to suspect that a man across the courtyard may have murdered his wife. jeff enlists the help of his high society fashion-consultant girlfriend lisa freemont and his visiting nurse stella to investigate. drama jamesstewart alfredhitchcock",/ILVF0eJxHMddjxeQhswFtpMtqx.jpg,https://image.tmdb.org/t/p/w185/ILVF0eJxHMddjxeQhswFtpMtqx.jpg,"['Drama', 'Mystery', 'Thriller']"
409926,Cosmos,"astronomer dr. carl sagan is host and narrator of this 13-hour series that originally aired on public broadcasting stations in the united states. dr. sagan describes the universe in a way that appeals to a mass audience, by using earth as a reference point, by speaking in terms intelligible to non-scientific people, by relating the exploration of space to that of the earth by pioneers of old, and by citing such earth legends as the library of alexandria as metaphors for space-related future events. among dr. sagan's favorite topics are the origins of life, the search for life on mars, the infernal composition of the atmosphere of venus and a warning about a similar effect taking place on earth due to global pollution and the ""greenhouse effect"", the lives of stars, interstellar travel and the effects of attaining the speed of light, the danger of mankind technologically self-destructing, and the search, using radio technology, for intelligent life in deep space.",,,[]
12477,Grave of the Fireflies,"japan brothersisterrelationship hunger worldwarii shelter boy sister food wartime tokyojapan littlegirl orphan death starving in the latter part of world war ii, a boy and his sister, orphaned when their mother is killed in the firebombing of tokyo, are left to survive on their own in what remains of civilian life in japan. the plot follows this boy and his sister as they do their best to survive in the japanese countryside, battling hunger, prejudice, and pride in their own quiet, personal battle. animation tsutomutatsumi isaotakahata",/k9tv1rXZbOhH7eiCk378x61kNQ1.jpg,https://image.tmdb.org/t/p/w185/k9tv1rXZbOhH7eiCk378x61kNQ1.jpg,"['Animation', 'Drama', 'War']"
346,Seven Samurai,"japan samurai peasant looting rice fencing village moralambiguity battle practice 16thcentury a samurai answers a village's request for protection after he falls on hard times. the town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. a giant battle occurs when 40 bandits attack the village. action toshirōmifune akirakurosawa",/lOMGc8bnSwQhS4XyE1S99uH8NXf.jpg,https://image.tmdb.org/t/p/w185/lOMGc8bnSwQhS4XyE1S99uH8NXf.jpg,"['Action', 'Drama']"
11216,Cinema Paradiso,"sicily cinema filmdirector kiss comingofage mothersonrelationship hauntedbythepast censorship movietheatre flashback a filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist. drama philippenoiret giuseppetornatore",/gCI2AeMV4IHSewhJkzsur5MEp6R.jpg,https://image.tmdb.org/t/p/w185/gCI2AeMV4IHSewhJkzsur5MEp6R.jpg,"['Drama', 'Romance']"
321640,The Jinx: The Life and Deaths of Robert Durst,"murder crime reallife robert durst, scion of one of new york’s billionaire real estate families, has been accused of three murders but never convicted. brilliant, reclusive, and the subject of relentless media scrutiny, he’s never spoken publicly—until now. during interviews with andrew jarecki, he reveals secrets of the case that baffled authorities for 30 years. in 2010, jarecki made the narrative film all good things based on the infamous story of robert durst. after durst saw the film, he contacted jarecki wanting to tell his story. what began as a feature documentary ultimately became a six-part series as more and more of his incredible story was revealed. documentary robertdurst andrewjarecki",,,['Documentary']
265177,Mommy,"quebec dysfunctionalfamily singlemother mothersonrelationship behavioraldisorders a peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent. drama annedorval xavierdolan",/uPDP0cHGOpkr47rdCdHWo4CyiPj.jpg,https://image.tmdb.org/t/p/w185/uPDP0cHGOpkr47rdCdHWo4CyiPj.jpg,['Drama']
331214,Band of Brothers,"worldwarii u.s.army war paratroops miniseries combat warineurope paratrooper drawn from interviews with survivors of easy company, as well as their journals and letters, band of brothers chronicles the experiences of these men from paratrooper training in georgia through the end of the war. as an elite rifle company parachuting into normandy early on d-day morning, participants in the battle of the bulge, and witness to the horrors of war, the men of easy knew extraordinary bravery and extraordinary fear - and became the stuff of legend. based on stephen e. ambrose's acclaimed book of the same name. action damianlewis tomhanks",,,"['Action', 'Drama', 'War']"
20532,Sansho the Bailiff,"japan courtesan song exile banishment governor independentfilm prostitution compassion decree mercy in medieval japan a compassionate governor is sent into exile. his wife and children try to join him, but are separated, and the children grow up amid suffering and oppression. drama kinuyotanaka kenjimizoguchi",/cOBsWxFtEoqXIPx4JZP5E7g1WEo.jpg,https://image.tmdb.org/t/p/w185/cOBsWxFtEoqXIPx4JZP5E7g1WEo.jpg,['Drama']
15584,Dear Zachary: A Letter to a Son About His Father,"wifehusbandrelationship grandfathergrandsonrelationship canada grandmothergrandsonrelationship deathofafriend photography deathofachild murder pregnancy break-up psychiatrist lossoflovedone mothersonrelationship olderwomanyoungermanrelationship mourning motherkillsownchild medicalschool exfiancée deathofason voiceovernarration titleappearsinwriting in 2001, andrew bagby, a medical resident, is murdered not long after breaking up with his girlfriend. soon after, when she announces she's pregnant, one of andrew's many close friends, kurt kuenne, begins this film, a gift to the child. crime kurtkuenne kurtkuenne",/bVJCQfIfNC01CYOVkvBOtrY1cxy.jpg,https://image.tmdb.org/t/p/w185/bVJCQfIfNC01CYOVkvBOtrY1cxy.jpg,"['Crime', 'Documentary']"
975,Paths of Glory,"germany france general patriotism worldwari song army cowardice soldier cultfilm during world war i, commanding officer general broulard (adolphe menjou) orders his subordinate, general mireau (george macready), to attack a german trench position, offering a promotion as an incentive. though the mission is foolhardy to the point of suicide, mireau commands his own subordinate, colonel dax (kirk douglas), to plan the attack. when it ends in disaster, general mireau demands the court-martial of three random soldiers in order to save face. drama kirkdouglas stanleykubrick",/hGg1UCQSHlXfv2HI9bDHT2OQBam.jpg,https://image.tmdb.org/t/p/w185/hGg1UCQSHlXfv2HI9bDHT2OQBam.jpg,"['Drama', 'War']"
599,Sunset Boulevard,newyear'seve screenwriter jealousy butler lossofsenseofreality diva hollywood madness agingactor silentfilmstar filmnoir a hack screenwriter writes a screenplay for a former silent-film star who has faded into hollywood obscurity. drama williamholden billywilder,/oOZIN0sbRNLKQC4RRCQnmAx1PlV.jpg,https://image.tmdb.org/t/p/w185/oOZIN0sbRNLKQC4RRCQnmAx1PlV.jpg,['Drama']
399106,Piper,"bird fear short a mother bird tries to teach her little one how to find food by herself. in the process, she encounters a traumatic experience that she must overcome in order to survive. family alanbarillaro",/5fu2d809jepLwEpES7wggiECLoQ.jpg,https://image.tmdb.org/t/p/w185/5fu2d809jepLwEpES7wggiECLoQ.jpg,"['Family', 'Animation']"
374430,Black Mirror: White Christmas,"artificialintelligence confession technology murder justice tvepisode this feature-length special consists of three interwoven stories. in a mysterious and remote snowy outpost, matt and potter share a christmas meal, swapping creepy tales of their earlier lives in the outside world. matt is a charismatic american trying to bring the reserved, secretive potter out of his shell. but are both men who they appear to be? a woman gets thrust into a nightmarish world of 'smart' gadgetry. plus a look at what would happen if you could 'block' people in real life. drama jonhamm carltibbetts",,,"['Drama', 'Horror', 'Mystery', 'ScienceFiction', 'Thriller', 'TVMovie']"
901,City Lights,suicideattempt operation blindnessandimpairedvision loveofone'slife eyeoperation flowershop flowergirl tramp love millionaire blindgirl littletramp city lights is the first silent film that charlie chaplin directed after he established himself with sound accompanied films. the film is about a penniless man who falls in love with a flower girl. the film was a great success and today is deemed a cult classic. comedy charliechaplin charliechaplin,/ugmakEL5y294I5bXgiBqApuZpwc.jpg,https://image.tmdb.org/t/p/w185/ugmakEL5y294I5bXgiBqApuZpwc.jpg,"['Comedy', 'Drama', 'Romance']"
27205,Inception,"lossoflover dream kidnapping sleep subconsciousness heist redemption femalehero cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious. action leonardodicaprio christophernolan",/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg,https://image.tmdb.org/t/p/w185/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg,"['Action', 'Thriller', 'ScienceFiction', 'Mystery', 'Adventure']"
157336,Interstellar,savingtheworld artificialintelligence fathersonrelationship singleparent nasa expedition wormhole spacetravel famine blackhole dystopia raceagainsttime quantummechanics spaceship space rescue familyrelationships farmhouse robot astronaut scientist fatherdaughterrelationship singlefather farmer spacestation imax astrophysics zerogravity courage timeparadox relativity interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage. adventure matthewmcconaughey christophernolan,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,https://image.tmdb.org/t/p/w185/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,"['Adventure', 'Drama', 'ScienceFiction']"
122,The Lord of the Rings: The Return of the King,"elves orcs middle-earth(tolkien) basedonnovel suspicion bravery war honor troll brutality violence ghost endoftrilogy quest swordandsorcery aragorn is revealed as the heir to the ancient kings as he, gandalf and the other members of the broken fellowship struggle to save gondor from sauron's forces. meanwhile, frodo and sam bring the ring closer to the heart of mordor, the dark lord's realm. adventure elijahwood peterjackson",/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,https://image.tmdb.org/t/p/w185/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,"['Adventure', 'Fantasy', 'Action']"
11,Star Wars,android galaxy hermit deathstar lightsaber jedi rescuemission empire rebellion planet smuggler theforce spaceopera galacticwar stormtrooper totalitarianism princess leia is captured and held hostage by the evil imperial forces in their effort to take over the galactic empire. venturesome luke skywalker and dashing captain han solo team together with the loveable robot duo r2-d2 and c-3po to rescue the beautiful princess and restore peace and justice in the empire. adventure markhamill georgelucas,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,https://image.tmdb.org/t/p/w185/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,"['Adventure', 'Action', 'ScienceFiction']"
807,Se7en,"self-fulfillingprophecy detective s.w.a.t. drugdealer evisceration lustandimpulsiveness rageandhate prideandvanity immoderateness insomnia investigation pension police serialkiller two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. the seasoned det. sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, mills, scoffs at his efforts to unravel the case. crime bradpitt davidfincher",/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,https://image.tmdb.org/t/p/w185/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,"['Crime', 'Mystery', 'Thriller']"
274,The Silence of the Lambs,"basedonnovel psychopath horror suspense serialkiller psychologicalthriller cannibal fbiagent animalincastcredits cannibalism fbi trainee, clarice starling ventures into a maximum-security asylum to pick the diseased brain of hannibal lecter, a psychiatrist turned homicidal cannibal. starling needs clues to help her capture a serial killer. but her faustian relationship with lecter soon leads to his escape, and now two deranged killers are on the loose. crime jodiefoster jonathandemme",/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,https://image.tmdb.org/t/p/w185/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,"['Crime', 'Drama', 'Thriller']"
77,Memento,"individual insulin tattoo waitress amnesia motel insurancesalesman revenge memoryloss polaroid flashback neo-noir suffering short-term memory loss after a head injury, leonard shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. to carry out his plan, shelby snaps polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. he even tattoos his own body in a desperate bid to remember. mystery guypearce christophernolan",/fKTPH2WvH8nHTXeBYBVhawtRqtR.jpg,https://image.tmdb.org/t/p/w185/fKTPH2WvH8nHTXeBYBVhawtRqtR.jpg,"['Mystery', 'Thriller']"
694,The Shining,"hotel isolation hotelier colorado maze bartender ax delusion loneliness caretaker vision snow writer alcoholic snowedin offseason jack torrance accepts a caretaker job at the overlook hotel, where he, along with his wife wendy and their son danny, must live isolated from the rest of the world for the winter. but they aren't prepared for the madness that lurks within. horror jacknicholson stanleykubrick",/uAR0AWqhQL1hQa69UDEbb2rE5Wx.jpg,https://image.tmdb.org/t/p/w185/uAR0AWqhQL1hQa69UDEbb2rE5Wx.jpg,"['Horror', 'Thriller']"
